"RecordNumber","Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Xaxis","Yaxis","Zaxis","WorldRegion","Country","LocationText","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages","Notes"
80860,"11248","UNIQUE","BROOKLYN","NY","PRIMARY",40.69,-73.99,0.20,-0.72,0.65,"NA","US","Brooklyn, NY","NA-US-NY-BROOKLYN","true",,,,"Converted Decommisioned Zipcodes"
80861,"11248","UNIQUE","WORKERS COMPENSATION","NY","NOT ACCEPTABLE",40.69,-73.99,0.20,-0.72,0.65,"NA","US","Workers Compensation, NY","NA-US-NY-WORKERS COMPENSATION","true",,,,"Converted Decommisioned Zipcodes"
80862,"11254","UNIQUE","BROOKLYN","NY","PRIMARY",40.69,-73.99,0.20,-0.72,0.65,"NA","US","Brooklyn, NY","NA-US-NY-BROOKLYN","true",,,,"Converted Decommisioned Zipcodes"
80863,"11254","UNIQUE","NY TELEPHONE","NY","NOT ACCEPTABLE",40.69,-73.99,0.20,-0.72,0.65,"NA","US","Ny Telephone, NY","NA-US-NY-NY TELEPHONE","true",,,,"Converted Decommisioned Zipcodes"
80864,"11255","UNIQUE","NY TELEPHONE","NY","NOT ACCEPTABLE",40.69,-73.98,0.20,-0.72,0.65,"NA","US","Ny Telephone, NY","NA-US-NY-NY TELEPHONE","true",,,,"Converted Decommisioned Zipcodes"
80865,"11255","UNIQUE","BROOKLYN","NY","PRIMARY",40.69,-73.98,0.20,-0.72,0.65,"NA","US","Brooklyn, NY","NA-US-NY-BROOKLYN","true",,,,"Converted Decommisioned Zipcodes"
80866,"11536","UNIQUE","SELECT AND SAVE","NY","ACCEPTABLE",40.67,-73.70,0.21,-0.72,0.65,"NA","US","Select And Save, NY","NA-US-NY-SELECT AND SAVE","true",,,,"Converted Decommisioned Zipcodes"
80867,"11536","UNIQUE","GARDEN CITY","NY","PRIMARY",40.67,-73.70,0.21,-0.72,0.65,"NA","US","Garden City, NY","NA-US-NY-GARDEN CITY","true",,,,"Converted Decommisioned Zipcodes"
80868,"11592","UNIQUE","ROCKVILLE CENTER","NY","PRIMARY",40.75,-73.57,0.21,-0.72,0.65,"NA","US","Rockville Center, NY","NA-US-NY-ROCKVILLE CENTER","true",,,,"Converted Decommisioned Zipcodes"
80869,"11592","UNIQUE","RVC","NY","ACCEPTABLE",40.75,-73.57,0.21,-0.72,0.65,"NA","US","Rvc, NY","NA-US-NY-RVC","true",,,,"Converted Decommisioned Zipcodes"
80870,"11592","UNIQUE","NATIONAL PROFIT","NY","ACCEPTABLE",40.75,-73.57,0.21,-0.72,0.65,"NA","US","National Profit, NY","NA-US-NY-NATIONAL PROFIT","true",,,,"Converted Decommisioned Zipcodes"
80871,"11592","UNIQUE","ROCKVILLE CTR","NY","ACCEPTABLE",40.75,-73.57,0.21,-0.72,0.65,"NA","US","Rockville Ctr, NY","NA-US-NY-ROCKVILLE CTR","true",,,,"Converted Decommisioned Zipcodes"
80872,"11592","UNIQUE","ROCKVILLE CENTRE","NY","ACCEPTABLE",40.75,-73.57,0.21,-0.72,0.65,"NA","US","Rockville Centre, NY","NA-US-NY-ROCKVILLE CENTRE","true",,,,"Converted Decommisioned Zipcodes"
80873,"11594","UNIQUE","115 FIRMS","NY","ACCEPTABLE",40.75,-73.58,0.21,-0.72,0.65,"NA","US","115 Firms, NY","NA-US-NY-115 FIRMS","true",,,,"Converted Decommisioned Zipcodes"
80874,"11594","UNIQUE","WESTBURY","NY","PRIMARY",40.75,-73.58,0.21,-0.72,0.65,"NA","US","Westbury, NY","NA-US-NY-WESTBURY","true",,,,"Converted Decommisioned Zipcodes"
80875,"11595","UNIQUE","CHEESELOVERS","NY","ACCEPTABLE",40.75,-73.58,0.21,-0.72,0.65,"NA","US","Cheeselovers, NY","NA-US-NY-CHEESELOVERS","true",,,,"Converted Decommisioned Zipcodes"
80876,"11595","UNIQUE","WESTBURY","NY","PRIMARY",40.75,-73.58,0.21,-0.72,0.65,"NA","US","Westbury, NY","NA-US-NY-WESTBURY","true",,,,"Converted Decommisioned Zipcodes"
80877,"11597","UNIQUE","115 CRM FIRMS","NY","ACCEPTABLE",40.75,-73.58,0.21,-0.72,0.65,"NA","US","115 Crm Firms, NY","NA-US-NY-115 CRM FIRMS","true",,,,"Converted Decommisioned Zipcodes"
80878,"11597","UNIQUE","WESTBURY","NY","PRIMARY",40.75,-73.58,0.21,-0.72,0.65,"NA","US","Westbury, NY","NA-US-NY-WESTBURY","true",,,,"Converted Decommisioned Zipcodes"
80879,"11708","STANDARD","AMITYVILLE","NY","PRIMARY",40.68,-73.41,0.21,-0.72,0.65,"NA","US","Amityville, NY","NA-US-NY-AMITYVILLE","true",,,,"Converted Decommisioned Zipcodes"
80880,"11750","UNIQUE","ABMPS","NY","NOT ACCEPTABLE",40.83,-73.37,0.21,-0.72,0.65,"NA","US","Abmps, NY","NA-US-NY-ABMPS","true",,,,"Converted Decommisioned Zipcodes"
80881,"11750","UNIQUE","HUNTINGTN STA","NY","ACCEPTABLE",40.83,-73.37,0.21,-0.72,0.65,"NA","US","Huntingtn Sta, NY","NA-US-NY-HUNTINGTN STA","true",,,,"Converted Decommisioned Zipcodes"
80882,"11750","UNIQUE","HUNTINGTON STATION","NY","PRIMARY",40.83,-73.37,0.21,-0.72,0.65,"NA","US","Huntington Station, NY","NA-US-NY-HUNTINGTON STATION","true",,,,"Converted Decommisioned Zipcodes"
80883,"11750","UNIQUE","MELVILLE","NY","ACCEPTABLE",40.83,-73.37,0.21,-0.72,0.65,"NA","US","Melville, NY","NA-US-NY-MELVILLE","true",,,,"Converted Decommisioned Zipcodes"
80884,"11774","UNIQUE","FARMINGDALE","NY","PRIMARY",40.73,-73.44,0.21,-0.72,0.65,"NA","US","Farmingdale, NY","NA-US-NY-FARMINGDALE","true",,,,"Converted Decommisioned Zipcodes"
80885,"11774","UNIQUE","FULFILLMENT","NY","ACCEPTABLE",40.73,-73.44,0.21,-0.72,0.65,"NA","US","Fulfillment, NY","NA-US-NY-FULFILLMENT","true",,,,"Converted Decommisioned Zipcodes"
80886,"11855","UNIQUE","HICKSVILLE","NY","PRIMARY",40.76,-73.52,0.21,-0.72,0.65,"NA","US","Hicksville, NY","NA-US-NY-HICKSVILLE","true",,,,"Converted Decommisioned Zipcodes"
80887,"11855","UNIQUE","HICKSVILLE CRM FIRMS","NY","NOT ACCEPTABLE",40.76,-73.52,0.21,-0.72,0.65,"NA","US","Hicksville Crm Firms, NY","NA-US-NY-HICKSVILLE CRM FIRMS","true",,,,"Converted Decommisioned Zipcodes"
80888,"12593","STANDARD","COPAKE","NY","ACCEPTABLE",42.09,-73.58,0.20,-0.71,0.67,"NA","US","Copake, NY","NA-US-NY-COPAKE","true",,,,"Converted Decommisioned Zipcodes"
80889,"12593","STANDARD","WEST COPAKE","NY","PRIMARY",42.09,-73.58,0.20,-0.71,0.67,"NA","US","West Copake, NY","NA-US-NY-WEST COPAKE","true",,,,"Converted Decommisioned Zipcodes"
80890,"13837","PO BOX","SHINHOPPLE","NY","PRIMARY",42.03,-75.06,0.19,-0.71,0.66,"NA","US","Shinhopple, NY","NA-US-NY-SHINHOPPLE","true",,,,"Converted Decommisioned Zipcodes"
80891,"14645","UNIQUE","ROCHESTER","NY","PRIMARY",43.15,-77.60,0.15,-0.71,0.68,"NA","US","Rochester, NY","NA-US-NY-ROCHESTER","true",,,,"Converted Decommisioned Zipcodes"
80892,"14645","UNIQUE","MCCURDY'S","NY","NOT ACCEPTABLE",43.15,-77.60,0.15,-0.71,0.68,"NA","US","Mccurdy's, NY","NA-US-NY-MCCURDY'S","true",,,,"Converted Decommisioned Zipcodes"
80893,"14664","UNIQUE","ROCHESTER","NY","PRIMARY",43.15,-77.60,0.15,-0.71,0.68,"NA","US","Rochester, NY","NA-US-NY-ROCHESTER","true",,,,"Converted Decommisioned Zipcodes"
80894,"14664","UNIQUE","XEROX CORP","NY","NOT ACCEPTABLE",43.15,-77.60,0.15,-0.71,0.68,"NA","US","Xerox Corp, NY","NA-US-NY-XEROX CORP","true",,,,"Converted Decommisioned Zipcodes"
80895,"14673","UNIQUE","ROCHESTER","NY","PRIMARY",43.15,-77.60,0.15,-0.71,0.68,"NA","US","Rochester, NY","NA-US-NY-ROCHESTER","true",,,,"Converted Decommisioned Zipcodes"
80896,"14673","UNIQUE","CHASE LINCOLN","NY","NOT ACCEPTABLE",43.15,-77.60,0.15,-0.71,0.68,"NA","US","Chase Lincoln, NY","NA-US-NY-CHASE LINCOLN","true",,,,"Converted Decommisioned Zipcodes"
80897,"14683","UNIQUE","ROCHESTER","NY","PRIMARY",43.15,-77.60,0.15,-0.71,0.68,"NA","US","Rochester, NY","NA-US-NY-ROCHESTER","true",,,,"Converted Decommisioned Zipcodes"
80898,"14683","UNIQUE","CHASE LINCOLN","NY","NOT ACCEPTABLE",43.15,-77.60,0.15,-0.71,0.68,"NA","US","Chase Lincoln, NY","NA-US-NY-CHASE LINCOLN","true",,,,"Converted Decommisioned Zipcodes"
80899,"15263","UNIQUE","PITTSBURGH","PA","PRIMARY",40.44,-79.98,0.13,-0.74,0.64,"NA","US","Pittsburgh, PA","NA-US-PA-PITTSBURGH","true",,,,"Converted Decommisioned Zipcodes"
80900,"15263","UNIQUE","JONES AND LAUGHLIN","PA","NOT ACCEPTABLE",40.44,-79.98,0.13,-0.74,0.64,"NA","US","Jones And Laughlin, PA","NA-US-PA-JONES AND LAUGHLIN","true",,,,"Converted Decommisioned Zipcodes"
80901,"15266","UNIQUE","DUGUESNE LIGHT CO","PA","NOT ACCEPTABLE",40.44,-79.99,0.13,-0.74,0.64,"NA","US","Duguesne Light Co, PA","NA-US-PA-DUGUESNE LIGHT CO","true",,,,"Converted Decommisioned Zipcodes"
80902,"15266","UNIQUE","PITTSBURGH","PA","PRIMARY",40.44,-79.99,0.13,-0.74,0.64,"NA","US","Pittsburgh, PA","NA-US-PA-PITTSBURGH","true",,,,"Converted Decommisioned Zipcodes"
80903,"15273","STANDARD","PITTSBURGH","PA","PRIMARY",40.37,-79.90,0.13,-0.75,0.64,"NA","US","Pittsburgh, PA","NA-US-PA-PITTSBURGH","true",,,,"Converted Decommisioned Zipcodes;  Historical ZipCodeType from various website"
80904,"15285","UNIQUE","JOSEPH HORNE CO","PA","NOT ACCEPTABLE",40.44,-79.99,0.13,-0.74,0.64,"NA","US","Joseph Horne Co, PA","NA-US-PA-JOSEPH HORNE CO","true",,,,"Converted Decommisioned Zipcodes"
80905,"15285","UNIQUE","PITTSBURGH","PA","PRIMARY",40.44,-79.99,0.13,-0.74,0.64,"NA","US","Pittsburgh, PA","NA-US-PA-PITTSBURGH","true",,,,"Converted Decommisioned Zipcodes"
80906,"15288","STANDARD","CARNEGIE","PA","ACCEPTABLE",40.44,-79.94,0.13,-0.74,0.64,"NA","US","Carnegie, PA","NA-US-PA-CARNEGIE","true",,,,"Converted Decommisioned Zipcodes;  Historical ZipCodeType from various website"
80907,"15288","STANDARD","PITTSBURGH","PA","PRIMARY",40.44,-79.94,0.13,-0.74,0.64,"NA","US","Pittsburgh, PA","NA-US-PA-PITTSBURGH","true",,,,"Converted Decommisioned Zipcodes;  Historical ZipCodeType from various website"
80908,"15740","STANDARD","FROSTBURG","PA","PRIMARY",40.96,-79.03,0.14,-0.74,0.65,"NA","US","Frostburg, PA","NA-US-PA-FROSTBURG","true",,,,"Converted Decommisioned Zipcodes"
80909,"16215","UNIQUE","ALLTEL","PA","NOT ACCEPTABLE",40.81,-79.52,0.13,-0.74,0.65,"NA","US","Alltel, PA","NA-US-PA-ALLTEL","true",,,,"Converted Decommisioned Zipcodes"
80910,"16215","UNIQUE","KITTANNING","PA","PRIMARY",40.81,-79.52,0.13,-0.74,0.65,"NA","US","Kittanning, PA","NA-US-PA-KITTANNING","true",,,,"Converted Decommisioned Zipcodes"
80911,"16532","UNIQUE","ERIE","PA","PRIMARY",42.11,-80.02,0.12,-0.73,0.67,"NA","US","Erie, PA","NA-US-PA-ERIE","true",,,,"Converted Decommisioned Zipcodes"
80912,"16532","UNIQUE","GENERAL TELE CO","PA","NOT ACCEPTABLE",42.11,-80.02,0.12,-0.73,0.67,"NA","US","General Tele Co, PA","NA-US-PA-GENERAL TELE CO","true",,,,"Converted Decommisioned Zipcodes"
80913,"16533","UNIQUE","ERIE","PA","PRIMARY",42.11,-80.02,0.12,-0.73,0.67,"NA","US","Erie, PA","NA-US-PA-ERIE","true",,,,"Converted Decommisioned Zipcodes"
80914,"16533","UNIQUE","INTERNATIONAL PAPER","PA","NOT ACCEPTABLE",42.11,-80.02,0.12,-0.73,0.67,"NA","US","International Paper, PA","NA-US-PA-INTERNATIONAL PAPER","true",,,,"Converted Decommisioned Zipcodes"
80915,"19487","UNIQUE","KNG OF PRUSSA","PA","ACCEPTABLE",40.10,-75.47,0.19,-0.74,0.64,"NA","US","Kng Of Prussa, PA","NA-US-PA-KNG OF PRUSSA","true",,,,"Converted Decommisioned Zipcodes"
80916,"19488","UNIQUE","ACADEMY LIFE","PA","ACCEPTABLE",40.09,-75.37,0.19,-0.74,0.64,"NA","US","Academy Life, PA","NA-US-PA-ACADEMY LIFE","true",,,,"Converted Decommisioned Zipcodes"
80917,"19488","UNIQUE","NORRISTOWN","PA","PRIMARY",40.09,-75.37,0.19,-0.74,0.64,"NA","US","Norristown, PA","NA-US-PA-NORRISTOWN","true",,,,"Converted Decommisioned Zipcodes"
80918,"19489","UNIQUE","ACADEMY LIFE","PA","ACCEPTABLE",40.10,-75.47,0.19,-0.74,0.64,"NA","US","Academy Life, PA","NA-US-PA-ACADEMY LIFE","true",,,,"Converted Decommisioned Zipcodes"
80919,"19489","UNIQUE","NORRISTOWN","PA","PRIMARY",40.10,-75.47,0.19,-0.74,0.64,"NA","US","Norristown, PA","NA-US-PA-NORRISTOWN","true",,,,"Converted Decommisioned Zipcodes"
80920,"19640","UNIQUE","METROPOLITAN EDISON CO","PA","NOT ACCEPTABLE",40.36,-75.91,0.18,-0.73,0.64,"NA","US","Metropolitan Edison Co, PA","NA-US-PA-METROPOLITAN EDISON CO","true",,,,"Converted Decommisioned Zipcodes"
80921,"19640","UNIQUE","READING","PA","PRIMARY",40.36,-75.91,0.18,-0.73,0.64,"NA","US","Reading, PA","NA-US-PA-READING","true",,,,"Converted Decommisioned Zipcodes"
80922,"19887","UNIQUE","WILMINGTON","DE","PRIMARY",39.81,-75.50,0.19,-0.74,0.64,"NA","US","Wilmington, DE","NA-US-DE-WILMINGTON","true",,,,"Converted Decommisioned Zipcodes"
80923,"19887","UNIQUE","COMPUTER COM OF AMER","DE","NOT ACCEPTABLE",39.81,-75.50,0.19,-0.74,0.64,"NA","US","Computer Com Of Amer, DE","NA-US-DE-COMPUTER COM OF AMER","true",,,,"Converted Decommisioned Zipcodes"
80924,"19889","UNIQUE","BENEFICIAL NATL BANK","DE","NOT ACCEPTABLE",39.74,-75.54,0.19,-0.74,0.63,"NA","US","Beneficial Natl Bank, DE","NA-US-DE-BENEFICIAL NATL BANK","true",,,,"Converted Decommisioned Zipcodes"
80925,"19889","UNIQUE","WILMINGTON","DE","PRIMARY",39.74,-75.54,0.19,-0.74,0.63,"NA","US","Wilmington, DE","NA-US-DE-WILMINGTON","true",,,,"Converted Decommisioned Zipcodes"
80926,"20107","STANDARD","ARCOLA","VA","PRIMARY",38.96,-77.52,0.16,-0.75,0.62,"NA","US","Arcola, VA","NA-US-VA-ARCOLA","true",,,,"Converted Decommisioned Zipcodes"
80927,"20193","UNIQUE","HERNDON","VA","ACCEPTABLE",38.93,-77.34,0.17,-0.75,0.62,"NA","US","Herndon, VA","NA-US-VA-HERNDON","true",,,,"Converted Decommisioned Zipcodes"
80928,"20193","UNIQUE","HUNDON","VA","ACCEPTABLE",38.93,-77.34,0.17,-0.75,0.62,"NA","US","Hundon, VA","NA-US-VA-HUNDON","true",,,,"Converted Decommisioned Zipcodes"
80929,"20193","UNIQUE","RESTON","VA","PRIMARY",38.93,-77.34,0.17,-0.75,0.62,"NA","US","Reston, VA","NA-US-VA-RESTON","true",,,,"Converted Decommisioned Zipcodes"
80930,"20193","UNIQUE","SALLIE MAE","VA","ACCEPTABLE",38.93,-77.34,0.17,-0.75,0.62,"NA","US","Sallie Mae, VA","NA-US-VA-SALLIE MAE","true",,,,"Converted Decommisioned Zipcodes"
80931,"20199","UNIQUE","VISA LOTTERY STATE DEPT","VA","ACCEPTABLE",39.00,-77.45,0.16,-0.75,0.62,"NA","US","Visa Lottery State Dept, VA","NA-US-VA-VISA LOTTERY STATE DEPT","true",,,,"Converted Decommisioned Zipcodes"
80932,"20199","UNIQUE","DULLES","VA","PRIMARY",39.00,-77.45,0.16,-0.75,0.62,"NA","US","Dulles, VA","NA-US-VA-DULLES","true",,,,"Converted Decommisioned Zipcodes"
80933,"21098","UNIQUE","HANOVER","MD","PRIMARY",39.19,-76.72,0.17,-0.75,0.63,"NA","US","Hanover, MD","NA-US-MD-HANOVER","true",,,,"Converted Decommisioned Zipcodes"
80934,"21098","UNIQUE","HOUSEHOLD BANK","MD","ACCEPTABLE",39.19,-76.72,0.17,-0.75,0.63,"NA","US","Household Bank, MD","NA-US-MD-HOUSEHOLD BANK","true",,,,"Converted Decommisioned Zipcodes"
80935,"21260","STANDARD","BALTIMORE","MD","PRIMARY",39.35,-76.70,0.17,-0.75,0.63,"NA","US","Baltimore, MD","NA-US-MD-BALTIMORE","true",,,,"Converted Decommisioned Zipcodes"
80936,"21260","STANDARD","CENSUS BUREAU","MD","NOT ACCEPTABLE",39.35,-76.70,0.17,-0.75,0.63,"NA","US","Census Bureau, MD","NA-US-MD-CENSUS BUREAU","true",,,,"Converted Decommisioned Zipcodes"
80937,"21261","STANDARD","ESSEX","MD","ACCEPTABLE",39.30,-76.45,0.18,-0.75,0.63,"NA","US","Essex, MD","NA-US-MD-ESSEX","true",,,,"Converted Decommisioned Zipcodes"
80938,"21261","STANDARD","BALTIMORE","MD","PRIMARY",39.30,-76.45,0.18,-0.75,0.63,"NA","US","Baltimore, MD","NA-US-MD-BALTIMORE","true",,,,"Converted Decommisioned Zipcodes"
80939,"26461","STANDARD","CLARKSBURG","WV","ACCEPTABLE",39.29,-80.39,0.12,-0.76,0.63,"NA","US","Clarksburg, WV","NA-US-WV-CLARKSBURG","true",,,,"Converted Decommisioned Zipcodes"
80940,"26461","STANDARD","WILSONBURG","WV","PRIMARY",39.29,-80.39,0.12,-0.76,0.63,"NA","US","Wilsonburg, WV","NA-US-WV-WILSONBURG","true",,,,"Converted Decommisioned Zipcodes"
80941,"27151","UNIQUE","WACHOVIA MASTER CHRG","NC","NOT ACCEPTABLE",36.11,-80.24,0.13,-0.79,0.58,"NA","US","Wachovia Master Chrg, NC","NA-US-NC-WACHOVIA MASTER CHRG","true",,,,"Converted Decommisioned Zipcodes"
80942,"27151","UNIQUE","WINSTON SALEM","NC","ACCEPTABLE",36.11,-80.24,0.13,-0.79,0.58,"NA","US","Winston Salem, NC","NA-US-NC-WINSTON SALEM","true",,,,"Converted Decommisioned Zipcodes"
80943,"27151","UNIQUE","WINSTON-SALEM","NC","PRIMARY",36.11,-80.24,0.13,-0.79,0.58,"NA","US","Winston-salem, NC","NA-US-NC-WINSTON-SALEM","true",,,,"Converted Decommisioned Zipcodes"
80944,"27156","UNIQUE","PIEDMONT AVIATION","NC","NOT ACCEPTABLE",36.14,-80.22,0.13,-0.79,0.58,"NA","US","Piedmont Aviation, NC","NA-US-NC-PIEDMONT AVIATION","true",,,,"Converted Decommisioned Zipcodes"
80945,"27156","UNIQUE","WINSTON SALEM","NC","ACCEPTABLE",36.14,-80.22,0.13,-0.79,0.58,"NA","US","Winston Salem, NC","NA-US-NC-WINSTON SALEM","true",,,,"Converted Decommisioned Zipcodes"
80946,"27156","UNIQUE","WINSTON-SALEM","NC","PRIMARY",36.14,-80.22,0.13,-0.79,0.58,"NA","US","Winston-salem, NC","NA-US-NC-WINSTON-SALEM","true",,,,"Converted Decommisioned Zipcodes"
80947,"27220","UNIQUE","BURLINGTON","NC","PRIMARY",36.02,-79.48,0.14,-0.79,0.58,"NA","US","Burlington, NC","NA-US-NC-BURLINGTON","true",,,,"Converted Decommisioned Zipcodes"
80948,"27220","UNIQUE","KAYSER ROTH","NC","NOT ACCEPTABLE",36.02,-79.48,0.14,-0.79,0.58,"NA","US","Kayser Roth, NC","NA-US-NC-KAYSER ROTH","true",,,,"Converted Decommisioned Zipcodes"
80949,"27321","UNIQUE","BURLINGTON HOUSE","NC","NOT ACCEPTABLE",36.35,-79.66,0.14,-0.79,0.59,"NA","US","Burlington House, NC","NA-US-NC-BURLINGTON HOUSE","true",,,,"Converted Decommisioned Zipcodes"
80950,"27321","UNIQUE","REIDSVILLE","NC","PRIMARY",36.35,-79.66,0.14,-0.79,0.59,"NA","US","Reidsville, NC","NA-US-NC-REIDSVILLE","true",,,,"Converted Decommisioned Zipcodes"
80951,"27322","UNIQUE","REIDSVILLE","NC","PRIMARY",36.35,-79.66,0.14,-0.79,0.59,"NA","US","Reidsville, NC","NA-US-NC-REIDSVILLE","true",,,,"Converted Decommisioned Zipcodes"
80952,"27322","UNIQUE","CHASE PACKAGING INC","NC","NOT ACCEPTABLE",36.35,-79.66,0.14,-0.79,0.59,"NA","US","Chase Packaging Inc, NC","NA-US-NC-CHASE PACKAGING INC","true",,,,"Converted Decommisioned Zipcodes"
80953,"27395","STANDARD","GREENSBORO","NC","PRIMARY",36.07,-79.79,0.14,-0.79,0.58,"NA","US","Greensboro, NC","NA-US-NC-GREENSBORO","true",,,,"Converted Decommisioned Zipcodes;  Historical ZipCodeType from various website"
80954,"27395","STANDARD","GREENSBORO BMC","NC","ACCEPTABLE",36.07,-79.79,0.14,-0.79,0.58,"NA","US","Greensboro Bmc, NC","NA-US-NC-GREENSBORO BMC","true",,,,"Converted Decommisioned Zipcodes;  Historical ZipCodeType from various website"
80955,"27480","UNIQUE","SEARS ROEBUCK","NC","NOT ACCEPTABLE",36.07,-79.79,0.14,-0.79,0.58,"NA","US","Sears Roebuck, NC","NA-US-NC-SEARS ROEBUCK","true",,,,"Converted Decommisioned Zipcodes"
80956,"27480","UNIQUE","GREENSBORO","NC","PRIMARY",36.07,-79.79,0.14,-0.79,0.58,"NA","US","Greensboro, NC","NA-US-NC-GREENSBORO","true",,,,"Converted Decommisioned Zipcodes"
80957,"27564","STANDARD","CREEDMOOR","NC","PRIMARY",36.11,-78.68,0.15,-0.79,0.58,"NA","US","Creedmoor, NC","NA-US-NC-CREEDMOOR","true",,,,"Converted Decommisioned Zipcodes"
80958,"27854","STANDARD","MILWAUKEE","NC","PRIMARY",36.40,-77.23,0.17,-0.78,0.59,"NA","US","Milwaukee, NC","NA-US-NC-MILWAUKEE","true",,,,"Converted Decommisioned Zipcodes"
80959,"28674","UNIQUE","NORTH WILKESBORO","NC","PRIMARY",36.15,-81.14,0.12,-0.79,0.59,"NA","US","North Wilkesboro, NC","NA-US-NC-NORTH WILKESBORO","true",,,,"Converted Decommisioned Zipcodes"
80960,"28674","UNIQUE","NORTHWESTERN BANK","NC","NOT ACCEPTABLE",36.15,-81.14,0.12,-0.79,0.59,"NA","US","Northwestern Bank, NC","NA-US-NC-NORTHWESTERN BANK","true",,,,"Converted Decommisioned Zipcodes"
80961,"28674","UNIQUE","N WILKESBORO","NC","ACCEPTABLE",36.15,-81.14,0.12,-0.79,0.59,"NA","US","N Wilkesboro, NC","NA-US-NC-N WILKESBORO","true",,,,"Converted Decommisioned Zipcodes"
80962,"29390","UNIQUE","DUNCAN","SC","PRIMARY",34.93,-82.14,0.11,-0.81,0.57,"NA","US","Duncan, SC","NA-US-SC-DUNCAN","true",,,,"Converted Decommisioned Zipcodes"
80963,"29390","UNIQUE","BMG COLUMBIA HSE VIDEO CLUB","SC","ACCEPTABLE",34.93,-82.14,0.11,-0.81,0.57,"NA","US","Bmg Columbia Hse Video Club, SC","NA-US-SC-BMG COLUMBIA HSE VIDEO CLUB","true",,,,"Converted Decommisioned Zipcodes"
80964,"29391","UNIQUE","BMG COLUMBIA HOUSE ACS","SC","ACCEPTABLE",34.93,-82.14,0.11,-0.81,0.57,"NA","US","Bmg Columbia House Acs, SC","NA-US-SC-BMG COLUMBIA HOUSE ACS","true",,,,"Converted Decommisioned Zipcodes"
80965,"29391","UNIQUE","DUNCAN","SC","PRIMARY",34.93,-82.14,0.11,-0.81,0.57,"NA","US","Duncan, SC","NA-US-SC-DUNCAN","true",,,,"Converted Decommisioned Zipcodes"
80966,"29698","UNIQUE","BMG COLUMBIA HSE MUSIC CLUB","SC","NOT ACCEPTABLE",34.91,-82.09,0.11,-0.81,0.57,"NA","US","Bmg Columbia Hse Music Club, SC","NA-US-SC-BMG COLUMBIA HSE MUSIC CLUB","true",,,,"Converted Decommisioned Zipcodes"
80967,"29698","UNIQUE","GREENVILLE","SC","PRIMARY",34.91,-82.09,0.11,-0.81,0.57,"NA","US","Greenville, SC","NA-US-SC-GREENVILLE","true",,,,"Converted Decommisioned Zipcodes"
80968,"30073","STANDARD","DECATUR","GA","PRIMARY",33.70,-84.25,0.08,-0.82,0.55,"NA","US","Decatur, GA","NA-US-GA-DECATUR","true",,,,"Converted Decommisioned Zipcodes;  Historical ZipCodeType from various website"
80969,"30347","STANDARD","ATL","GA","ACCEPTABLE",33.82,-84.33,0.08,-0.82,0.55,"NA","US","Atl, GA","NA-US-GA-ATL","true",,,,"Converted Decommisioned Zipcodes"
80970,"30347","STANDARD","ATLANTA","GA","PRIMARY",33.82,-84.33,0.08,-0.82,0.55,"NA","US","Atlanta, GA","NA-US-GA-ATLANTA","true",,,,"Converted Decommisioned Zipcodes"
80971,"30347","STANDARD","EXECUTIVE PARK","GA","ACCEPTABLE",33.82,-84.33,0.08,-0.82,0.55,"NA","US","Executive Park, GA","NA-US-GA-EXECUTIVE PARK","true",,,,"Converted Decommisioned Zipcodes"
80972,"30376","STANDARD","ATLANTA","GA","PRIMARY",33.81,-84.35,0.08,-0.82,0.55,"NA","US","Atlanta, GA","NA-US-GA-ATLANTA","true",,,,"Converted Decommisioned Zipcodes"
80973,"30376","STANDARD","ATL","GA","ACCEPTABLE",33.81,-84.35,0.08,-0.82,0.55,"NA","US","Atl, GA","NA-US-GA-ATL","true",,,,"Converted Decommisioned Zipcodes"
80974,"30379","STANDARD","ATL","GA","ACCEPTABLE",33.74,-84.38,0.08,-0.82,0.55,"NA","US","Atl, GA","NA-US-GA-ATL","true",,,,"Converted Decommisioned Zipcodes"
80975,"30379","STANDARD","ATLANTA","GA","PRIMARY",33.74,-84.38,0.08,-0.82,0.55,"NA","US","Atlanta, GA","NA-US-GA-ATLANTA","true",,,,"Converted Decommisioned Zipcodes"
80976,"30386","UNIQUE","ATLANTA","GA","PRIMARY",33.64,-84.39,0.08,-0.82,0.55,"NA","US","Atlanta, GA","NA-US-GA-ATLANTA","true",,,,"Converted Decommisioned Zipcodes"
80977,"30386","UNIQUE","SEARS ROEBUCK CO","GA","NOT ACCEPTABLE",33.64,-84.39,0.08,-0.82,0.55,"NA","US","Sears Roebuck Co, GA","NA-US-GA-SEARS ROEBUCK CO","true",,,,"Converted Decommisioned Zipcodes"
80978,"30386","UNIQUE","ATL","GA","ACCEPTABLE",33.64,-84.39,0.08,-0.82,0.55,"NA","US","Atl, GA","NA-US-GA-ATL","true",,,,"Converted Decommisioned Zipcodes"
80979,"30387","UNIQUE","ATLANTA","GA","PRIMARY",33.74,-84.38,0.08,-0.82,0.55,"NA","US","Atlanta, GA","NA-US-GA-ATLANTA","true",,,,"Converted Decommisioned Zipcodes"
